battery_power,bluetooth,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
546,0,1.8,1,6.0,1,55,0.9,100.0,6,12,493,1477,628.0,12,3,10,1,1,1,1
1021,0,1.5,1,3.0,1,31,0.1,97.0,7,10,189,1327,1066.0,18,15,17,1,1,1,3
1967,1,2.6,1,4.0,0,62,1.0,91.0,8,10,1355,1850,2839.0,13,7,10,1,0,0,1
1658,0,2.0,1,8.0,1,61,0.1,180.0,3,20,443,1100,2857.0,7,1,5,1,0,1,3
1088,1,3.0,1,2.0,1,52,0.3,164.0,7,4,86,588,1447.0,19,16,15,1,1,1,3
542,1,0.7,0,2.0,1,12,0.2,185.0,2,3,1674,1969,3445.0,17,2,4,1,1,1,0
788,0,1.6,1,6.0,1,52,0.1,96.0,1,20,530,1436,1941.0,14,0,19,1,1,0,0
576,1,2.5,1,10.0,0,57,0.7,179.0,5,15,1009,1656,2522.0,11,5,12,0,1,0,1
950,1,1.6,0,5.0,1,41,0.5,188.0,3,20,193,727,2932.0,10,7,20,1,0,0,1
1996,1,1.9,0,4.0,0,55,0.3,81.0,7,8,890,1661,1852.0,8,2,4,0,1,1,2
1197,0,2.9,0,6.0,1,38,0.1,83.0,6,17,1516,1910,3525.0,13,9,16,1,0,0,3
1006,1,2.5,1,9.0,0,14,0.7,186.0,1,12,348,640,1955.0,17,6,9,1,1,0,0
1679,1,1.5,0,2.0,1,4,0.1,133.0,4,3,349,531,1557.0,16,15,12,1,0,1,2
560,0,1.3,1,13.0,0,29,1.0,160.0,1,19,906,1189,2832.0,16,1,7,1,0,0,0
904,0,2.4,0,5.0,1,55,0.6,158.0,4,13,529,764,2008.0,6,1,16,1,0,0,0
1834,1,2.1,0,1.0,1,55,0.1,137.0,3,10,670,1179,2420.0,15,3,8,1,0,1,0
681,0,1.2,1,8.0,0,13,0.8,87.0,3,17,288,621,292.0,12,10,18,0,0,1,0
518,1,2.7,0,0.0,1,45,0.7,159.0,6,15,564,739,1208.0,10,9,9,1,1,0,0
1488,0,1.8,0,0.0,1,2,0.1,124.0,4,0,765,777,3349.0,17,6,2,1,0,0,0
944,0,2.4,0,0.0,0,35,0.5,127.0,3,1,7,719,2804.0,9,4,10,1,1,0,3
1283,0,0.5,1,6.0,0,48,0.5,176.0,6,9,880,964,1182.0,11,8,17,1,1,0,0
817,1,1.0,1,13.0,1,40,0.8,140.0,4,17,1180,1790,436.0,19,6,14,1,0,1,2
1883,1,2.6,0,2.0,1,50,0.1,169.0,5,3,313,561,427.0,17,8,10,1,0,1,0
1177,0,0.5,0,5.0,1,2,0.9,141.0,7,12,490,793,715.0,19,5,4,1,0,0,1
1765,1,2.0,0,7.0,0,18,0.9,85.0,4,8,791,1580,1199.0,7,4,10,1,0,0,1
1997,0,2.1,0,10.0,1,60,0.7,84.0,8,16,1130,1687,788.0,17,15,8,1,0,1,2
989,1,2.6,1,1.0,0,14,0.2,148.0,4,11,513,1089,507.0,13,10,13,0,1,1,0
1370,1,0.6,1,0.0,1,56,0.5,124.0,6,3,919,1113,974.0,5,4,15,1,0,0,0
861,0,0.5,0,0.0,0,64,0.8,105.0,7,1,1376,1864,600.0,15,1,12,0,1,0,1
1745,0,1.8,0,0.0,0,45,0.1,110.0,2,2,1070,1445,2352.0,11,9,16,1,0,1,1
1187,0,0.6,1,0.0,1,4,0.7,92.0,8,0,709,1306,2518.0,14,12,20,1,1,1,0
658,1,2.4,0,0.0,1,38,1.0,94.0,8,1,479,1300,2585.0,19,2,8,1,0,0,2
521,1,2.6,1,1.0,1,64,0.8,200.0,4,11,575,1089,834.0,6,5,12,1,1,1,0
805,1,1.5,0,0.0,0,25,0.3,174.0,2,3,522,553,1580.0,15,13,3,1,0,0,3
986,0,2.8,0,0.0,1,26,0.1,80.0,8,9,0,1214,1316.0,7,5,8,1,0,0,0
1042,1,0.5,1,11.0,0,13,0.1,148.0,3,20,98,569,1715.0,17,7,7,1,1,1,3
916,1,1.1,1,5.0,1,44,0.9,116.0,3,16,893,1132,2367.0,8,5,7,1,0,1,1
681,0,2.6,0,1.0,0,29,0.9,162.0,3,7,1262,1332,575.0,15,5,4,1,1,1,1
1224,1,1.1,1,1.0,1,34,1.0,138.0,6,3,1545,1751,2992.0,13,5,3,1,1,0,1
1234,0,2.1,1,4.0,1,44,0.4,107.0,3,17,797,1054,2819.0,13,3,8,1,0,1,1
1093,1,2.7,0,8.0,0,63,0.5,138.0,8,9,605,1966,3556.0,13,2,13,0,0,1,2
1598,1,1.0,1,8.0,1,49,0.5,115.0,2,14,537,1233,1313.0,12,2,7,1,1,0,1
1988,1,2.8,1,3.0,0,34,0.4,163.0,3,16,1221,1981,2872.0,7,6,20,1,1,1,3
1746,0,0.5,1,9.0,0,51,0.8,184.0,7,19,754,790,1822.0,18,17,15,0,1,0,0
907,1,2.7,0,8.0,0,53,0.7,156.0,2,13,10,1881,3469.0,8,5,12,1,0,0,3
916,1,1.3,0,5.0,0,10,0.8,173.0,4,8,43,1012,3706.0,9,8,15,0,1,0,1
1427,1,0.8,1,2.0,0,31,0.9,186.0,1,20,934,1005,2542.0,7,6,10,0,0,0,0
1101,1,2.9,1,3.0,0,5,0.5,141.0,5,7,90,642,1567.0,15,2,11,1,1,0,0
723,1,0.5,0,0.0,0,36,0.8,104.0,4,0,263,514,2669.0,17,6,16,0,0,1,0
657,1,0.8,1,4.0,0,45,0.1,87.0,1,6,843,1260,2273.0,15,12,10,0,1,0,3
1688,1,0.8,0,0.0,0,14,0.9,118.0,1,2,48,1425,1773.0,13,0,18,1,1,1,2
1086,0,0.5,0,10.0,0,35,0.6,125.0,7,17,577,1296,421.0,7,5,6,1,0,1,1
876,1,1.1,0,2.0,1,48,0.9,196.0,2,3,524,1225,630.0,17,9,18,1,0,1,0
1065,0,0.5,0,0.0,0,25,0.6,189.0,6,1,776,996,1114.0,5,1,19,0,0,1,2
1235,0,1.5,0,3.0,0,33,0.1,164.0,8,16,633,1891,1623.0,10,3,20,1,1,1,1
1959,1,2.7,0,0.0,1,2,0.2,92.0,3,11,992,1418,2125.0,14,7,8,1,1,0,0
650,1,1.5,0,12.0,0,48,0.8,187.0,4,14,986,1291,1622.0,8,6,19,1,1,1,0
1465,1,2.9,0,0.0,0,38,0.3,88.0,1,7,478,613,1162.0,14,10,10,1,1,1,1
1030,0,0.9,0,6.0,1,29,0.1,113.0,1,7,174,624,3762.0,5,4,12,1,0,0,2
853,1,1.9,1,17.0,1,26,0.5,94.0,6,18,114,817,3069.0,19,17,20,1,0,0,0
583,1,1.1,1,15.0,0,24,0.4,168.0,2,19,301,1111,3260.0,14,6,14,1,1,0,1
690,0,0.5,0,2.0,0,62,0.3,88.0,1,9,633,1240,3206.0,16,10,19,1,0,0,2
683,1,1.9,1,16.0,1,56,0.1,190.0,1,17,144,585,592.0,17,9,3,1,0,0,1
590,0,2.3,1,2.0,0,30,0.3,178.0,3,14,486,825,1188.0,18,11,14,1,0,1,1
815,1,1.8,0,9.0,0,18,0.9,83.0,7,12,243,525,2131.0,17,7,5,0,1,0,2
1202,0,2.5,1,3.0,0,22,0.4,112.0,2,8,1900,1959,291.0,5,2,4,0,0,0,3
1577,1,1.5,0,16.0,1,3,0.7,180.0,8,17,523,573,3116.0,13,6,16,1,1,0,3
1234,0,2.9,0,8.0,1,44,0.8,129.0,1,12,1783,1891,2440.0,7,4,19,1,1,0,0
717,0,1.8,0,1.0,1,25,0.4,173.0,5,8,668,1587,3631.0,6,5,6,1,0,1,3
1074,1,1.5,0,5.0,0,35,0.6,193.0,4,13,269,597,1104.0,16,10,15,0,1,0,2
983,1,1.6,0,7.0,1,55,0.4,168.0,8,8,205,963,1425.0,14,0,4,1,1,0,1
1988,0,2.5,0,7.0,1,63,0.6,153.0,4,11,615,937,2276.0,13,7,11,1,0,0,2
1692,0,1.3,1,0.0,1,25,0.7,149.0,3,12,1111,1898,3192.0,9,4,3,1,1,1,3
718,1,0.5,1,2.0,0,35,0.9,181.0,4,5,1226,1763,3021.0,10,4,12,0,0,1,3
1519,0,0.5,0,0.0,1,36,0.6,93.0,8,2,661,1852,3082.0,18,11,9,1,0,0,0
776,0,3.0,1,9.0,0,9,0.5,110.0,2,12,584,974,1346.0,5,2,3,0,0,1,1
881,1,2.8,0,1.0,0,36,0.5,167.0,1,6,1381,1444,2354.0,19,10,5,1,1,1,1
1031,1,0.5,1,2.0,1,31,0.1,82.0,8,19,737,1404,2305.0,10,4,4,1,1,0,1
875,0,1.0,0,14.0,0,37,0.6,151.0,7,20,1289,1668,2985.0,6,1,9,1,1,1,3
1341,0,1.0,0,5.0,1,40,0.2,128.0,5,12,1434,1700,265.0,19,3,3,1,1,1,1
560,1,2.4,0,4.0,1,5,0.3,106.0,1,8,1338,1386,2050.0,18,13,6,1,0,0,2
1703,0,1.6,0,16.0,1,43,1.0,139.0,8,17,178,1972,585.0,13,11,17,1,1,1,2
701,1,0.8,0,3.0,0,53,0.2,87.0,4,7,1063,1149,1972.0,9,8,5,1,0,0,1
695,1,1.0,0,4.0,0,51,0.8,93.0,5,5,174,538,2463.0,7,2,4,1,1,1,1
1487,0,0.6,0,18.0,1,6,0.8,191.0,4,19,665,1072,3259.0,11,9,13,1,0,1,1
1546,1,2.7,0,3.0,0,55,0.2,115.0,7,14,1425,1594,3371.0,16,7,15,0,0,1,2
507,0,1.1,0,5.0,0,33,0.6,186.0,1,6,535,897,2884.0,18,7,7,0,0,0,1
1859,0,0.5,0,0.0,1,52,1.0,187.0,1,2,651,966,1604.0,15,12,10,1,0,0,3
1257,0,1.8,0,3.0,1,31,0.6,155.0,5,10,1006,1533,2014.0,15,8,12,1,0,0,0
926,0,2.7,1,0.0,1,29,0.7,118.0,5,18,349,1594,2709.0,5,4,18,1,0,1,1
657,0,1.6,1,0.0,0,35,0.6,143.0,5,14,1189,1545,3617.0,17,14,14,0,0,1,0
1943,0,0.5,1,0.0,1,29,0.4,121.0,1,1,440,1126,1990.0,5,2,11,1,1,1,0
1082,1,0.9,0,4.0,1,24,0.9,167.0,7,9,425,761,1428.0,16,0,12,1,1,0,0
721,1,2.6,0,1.0,0,49,0.6,168.0,4,8,35,598,3473.0,15,8,17,0,0,0,0
654,1,1.5,1,2.0,0,56,0.7,122.0,1,4,441,520,2609.0,7,2,16,1,1,1,3
1948,1,0.7,0,2.0,0,31,0.4,122.0,2,7,968,1208,2070.0,5,3,5,1,0,1,1
1242,0,1.8,1,4.0,1,56,0.1,122.0,1,8,753,1785,2620.0,18,11,3,1,0,1,2
1453,1,0.5,0,0.0,0,24,0.3,156.0,1,1,29,1055,1619.0,11,5,11,1,0,1,2
1948,1,2.7,0,3.0,1,13,0.2,164.0,7,12,336,587,493.0,18,7,18,1,1,1,2
795,0,0.5,1,4.0,1,55,0.3,155.0,3,11,226,1737,3030.0,12,8,17,1,1,0,1
1915,0,0.5,0,4.0,0,24,0.2,106.0,4,17,923,1502,345.0,18,10,20,0,0,1,3
532,0,0.5,0,7.0,0,51,0.6,180.0,7,14,406,1249,1525.0,7,6,2,0,1,1,0
1899,1,0.5,0,4.0,1,28,0.1,95.0,5,7,781,1418,499.0,5,3,15,1,0,1,1
1346,0,2.6,1,5.0,0,31,0.3,140.0,4,11,17,785,1287.0,10,6,14,1,0,1,3
958,1,2.4,0,1.0,0,54,0.9,166.0,7,2,121,630,3324.0,11,10,18,1,0,1,1
1391,0,1.5,1,6.0,1,39,0.9,88.0,3,18,491,1737,2367.0,18,11,12,1,1,0,1
1176,1,2.3,0,0.0,0,56,0.7,103.0,2,1,93,518,2974.0,6,5,11,1,0,1,3
1863,0,1.0,1,5.0,1,16,0.4,113.0,2,19,261,684,990.0,6,5,13,1,0,0,0
1789,1,1.8,1,6.0,1,36,0.5,123.0,6,11,418,1740,815.0,5,0,9,1,1,0,0
1728,0,2.3,1,0.0,1,43,0.7,152.0,1,0,1029,1535,3480.0,11,8,20,1,1,0,1
1970,0,2.9,0,3.0,1,9,0.2,163.0,2,7,110,1454,768.0,13,2,16,1,0,0,0
1021,0,2.1,1,6.0,1,47,0.3,173.0,6,18,224,1360,2215.0,13,12,2,1,1,1,1
888,0,2.5,1,5.0,0,14,0.9,98.0,5,17,891,1432,1849.0,5,1,11,0,1,0,2
1394,0,0.6,0,1.0,0,63,0.4,103.0,6,2,1152,1245,1731.0,19,18,16,1,0,0,1
1715,1,2.5,1,2.0,1,30,0.9,134.0,7,3,1853,1971,768.0,19,9,15,1,0,0,1
1607,1,0.5,1,2.0,1,29,0.7,105.0,2,9,243,1234,3469.0,10,1,15,1,0,0,3
1138,0,1.5,1,0.0,0,57,0.2,85.0,4,6,1315,1569,313.0,16,11,20,1,1,0,0
740,0,3.0,1,0.0,1,47,0.7,166.0,3,5,417,596,3578.0,15,5,20,1,1,1,1
1995,0,2.6,1,2.0,1,4,0.8,171.0,2,20,1133,1972,3452.0,6,3,19,1,1,0,0
1813,0,1.8,1,10.0,1,28,0.5,159.0,2,14,1655,1899,981.0,15,14,14,1,0,1,2
812,0,0.5,1,1.0,1,17,0.6,182.0,7,11,595,891,3248.0,13,10,14,1,0,0,3
987,1,2.9,0,0.0,1,63,0.3,154.0,7,6,150,1623,2646.0,12,1,6,1,1,1,3
977,1,0.7,0,5.0,0,50,0.5,106.0,3,6,1124,1758,3454.0,15,14,19,1,0,1,2
1289,1,0.7,0,0.0,0,7,0.1,99.0,2,18,489,565,375.0,5,1,19,0,1,1,2
1125,1,0.5,0,3.0,0,42,0.9,158.0,1,20,647,751,1622.0,13,0,9,0,1,1,3
1613,0,1.3,0,1.0,1,24,0.4,195.0,2,5,1141,1590,3733.0,15,5,5,1,0,1,1
1913,1,2.8,0,0.0,1,7,0.3,136.0,4,16,612,1108,3227.0,6,0,4,1,0,1,2
1302,0,0.5,0,3.0,1,20,0.6,184.0,7,7,1099,1202,1446.0,8,6,16,1,0,1,0
797,0,1.4,1,0.0,1,9,0.1,104.0,1,14,1515,1812,1043.0,13,11,13,1,1,0,1
1411,1,2.6,0,0.0,0,61,0.3,165.0,5,3,1128,1959,483.0,16,5,4,1,1,0,3
983,1,1.5,0,1.0,0,22,0.1,170.0,4,20,1542,1765,1694.0,19,15,8,1,0,1,0
1457,0,0.5,1,7.0,0,8,0.3,120.0,7,13,786,1032,584.0,13,4,10,1,0,0,2
1315,1,0.9,0,3.0,1,40,0.6,162.0,6,6,1272,1316,3431.0,8,2,20,1,1,0,2
1514,0,0.7,0,11.0,0,11,0.2,187.0,5,17,656,1451,2315.0,13,0,5,0,0,0,2
1152,1,3.0,0,2.0,0,44,1.0,80.0,3,4,567,1802,986.0,7,5,8,0,0,1,0
1189,1,2.5,0,4.0,1,20,0.3,171.0,7,9,1321,1717,2509.0,17,7,15,1,0,0,2
1130,1,1.3,1,1.0,1,59,0.8,98.0,6,4,185,555,3785.0,17,4,5,1,0,1,1
654,1,1.3,1,11.0,0,5,0.7,199.0,4,14,208,1975,3801.0,14,13,9,1,1,1,0
1688,0,0.9,1,7.0,1,53,0.3,88.0,6,16,598,695,2156.0,5,4,20,1,1,0,2
1275,0,0.5,0,1.0,0,44,0.6,136.0,8,2,11,1130,1354.0,7,5,11,1,0,0,0
1108,1,2.2,1,3.0,1,37,0.4,143.0,5,14,97,706,3094.0,6,1,10,1,0,1,3
1464,0,0.5,1,1.0,1,6,0.4,97.0,5,2,303,701,3725.0,9,1,6,1,0,0,0
750,1,1.3,0,0.0,0,33,0.8,156.0,1,0,645,1680,1422.0,6,5,7,1,1,0,1
1749,0,1.1,0,9.0,0,57,0.6,183.0,3,15,415,589,786.0,8,1,9,1,1,1,2
1229,1,0.5,0,2.0,0,42,0.1,197.0,5,5,126,666,1712.0,11,9,15,1,1,1,1
1506,1,2.9,1,19.0,1,47,0.6,130.0,7,20,126,1150,1522.0,5,1,3,1,0,0,0
1887,0,2.1,0,0.0,0,23,0.5,148.0,4,20,837,1504,1811.0,18,16,11,1,1,0,0
1422,1,2.8,0,7.0,0,30,0.5,99.0,6,14,207,1038,2229.0,15,5,15,1,0,1,2
709,0,1.9,1,10.0,0,63,0.3,150.0,4,14,345,601,1509.0,7,2,7,1,1,0,0
583,0,0.5,1,1.0,1,62,0.8,84.0,8,6,717,1717,886.0,13,2,13,1,1,0,3
941,0,1.3,1,3.0,0,26,0.4,128.0,3,5,994,1494,2875.0,6,3,11,1,0,1,1
1045,0,1.5,1,5.0,0,25,0.3,83.0,2,10,440,1730,2267.0,18,4,4,1,1,1,3
1308,1,0.5,1,0.0,0,34,0.5,169.0,5,0,432,1219,386.0,8,0,16,1,0,1,3
702,1,1.2,1,1.0,0,38,1.0,82.0,5,7,2,1152,3131.0,11,9,2,0,0,0,2
877,1,2.3,1,16.0,0,12,0.9,107.0,4,20,568,1267,3730.0,14,3,18,0,0,1,2
1275,0,0.5,1,5.0,0,24,0.3,184.0,2,11,299,1239,3397.0,19,15,19,1,1,1,1
1439,1,0.5,1,0.0,0,50,0.7,182.0,8,1,559,1573,805.0,8,5,13,0,0,1,2
510,0,1.3,1,0.0,1,15,0.5,131.0,1,1,268,1505,2187.0,5,4,17,1,0,1,3
1038,1,1.8,0,1.0,1,42,0.2,150.0,6,11,79,1186,3984.0,14,9,20,1,0,0,0
529,1,1.4,1,13.0,1,32,0.7,139.0,2,17,797,878,1561.0,12,0,3,1,1,1,2
1203,1,1.7,0,8.0,1,20,0.7,157.0,3,17,1153,1688,2307.0,7,5,11,1,0,1,3
1780,1,1.5,1,2.0,0,30,0.2,82.0,1,8,324,1461,1066.0,13,6,13,0,0,1,0
1021,1,0.9,1,2.0,1,9,0.5,184.0,8,4,490,1647,773.0,13,2,14,1,1,1,3
1153,1,0.5,0,2.0,1,34,0.6,133.0,3,3,1788,1886,2225.0,9,8,8,1,0,1,0
1263,0,2.3,0,13.0,0,4,0.9,178.0,7,18,508,1047,668.0,14,3,4,0,1,0,1
825,0,2.5,0,11.0,0,56,0.7,173.0,3,20,783,960,1692.0,18,1,19,0,1,0,2
1894,1,0.5,1,10.0,0,16,0.1,172.0,3,20,1634,1937,1021.0,18,17,16,1,1,0,1
837,1,1.1,1,2.0,0,27,0.5,167.0,4,9,551,1784,2388.0,5,0,14,0,1,1,3
640,0,2.3,0,0.0,0,63,0.2,94.0,1,1,1816,1869,346.0,10,7,10,0,1,0,2
520,0,0.6,1,2.0,1,44,0.6,127.0,3,9,12,914,3616.0,15,4,18,1,0,0,2
942,1,2.5,0,6.0,0,11,0.5,196.0,5,19,451,1310,1783.0,7,5,18,1,1,1,3
558,1,2.2,0,5.0,1,24,0.1,169.0,4,16,447,804,482.0,12,4,4,1,1,0,3
1210,0,1.3,0,0.0,1,52,0.1,183.0,8,1,567,579,1104.0,11,2,10,1,0,1,3
880,0,0.5,1,7.0,1,32,0.5,141.0,4,17,346,739,1141.0,19,17,20,1,1,1,2
1273,0,0.5,1,6.0,1,47,0.2,98.0,1,12,685,1352,303.0,11,2,14,1,0,0,3
1842,1,0.5,0,0.0,1,19,0.2,147.0,3,0,565,709,585.0,11,3,19,1,0,0,1
1567,1,1.3,0,8.0,0,45,0.6,99.0,4,12,870,1020,927.0,19,9,12,1,1,1,1
1568,0,1.8,1,4.0,0,22,0.1,119.0,8,6,661,1584,294.0,13,2,2,0,1,0,0
1371,0,0.5,0,0.0,1,57,0.8,108.0,4,5,352,810,286.0,11,9,9,1,0,0,3
1739,0,1.0,0,1.0,0,15,0.9,100.0,1,7,426,793,3285.0,17,8,9,0,1,0,2
941,0,2.5,0,1.0,1,41,0.3,117.0,8,4,652,1855,1791.0,7,4,10,1,0,1,3
621,1,1.9,1,10.0,0,3,0.6,148.0,8,15,972,997,3521.0,6,3,10,0,1,0,0
934,1,2.4,1,3.0,0,61,0.2,138.0,6,4,10,613,1180.0,14,12,16,0,1,0,3
1962,1,0.7,1,1.0,1,18,0.9,159.0,7,6,282,507,2026.0,10,3,15,1,0,1,2
574,1,0.5,1,0.0,0,41,0.8,85.0,6,13,288,502,1865.0,6,5,6,0,0,1,1
1078,1,2.5,0,3.0,0,56,0.6,158.0,2,6,257,1986,3471.0,10,2,2,1,0,0,2
761,0,1.3,0,15.0,1,37,0.9,174.0,8,16,867,1978,2270.0,9,1,4,1,1,0,3
1758,1,2.1,0,14.0,0,29,0.1,155.0,3,20,60,1151,2940.0,14,5,9,0,1,1,2
1657,1,1.9,0,1.0,1,40,0.2,170.0,3,6,518,1723,841.0,13,10,13,1,0,1,3
968,1,0.9,0,10.0,1,26,0.5,88.0,5,14,954,1159,3381.0,14,5,10,1,0,1,1
1329,0,2.8,1,1.0,0,10,1.0,105.0,4,10,871,1293,337.0,5,4,5,0,1,0,1
1923,0,0.5,0,2.0,1,13,0.7,147.0,2,4,927,1623,1868.0,11,6,3,1,1,0,1
613,0,2.5,0,0.0,0,53,0.4,200.0,8,0,519,586,1509.0,19,18,13,1,1,1,1
1268,0,2.7,0,4.0,0,53,0.5,141.0,1,9,682,862,2903.0,17,0,16,0,1,0,0
519,1,2.9,0,2.0,0,3,0.6,83.0,3,5,491,1527,1231.0,8,6,16,1,1,1,2
519,0,0.6,1,7.0,1,45,0.1,186.0,7,11,1248,1733,1580.0,12,10,12,1,0,1,0
1308,1,2.2,1,1.0,0,51,0.2,113.0,5,17,1471,1604,1189.0,14,1,11,0,1,0,1
936,0,2.7,0,2.0,1,38,0.6,122.0,1,17,766,1263,2826.0,19,15,10,1,0,0,3
794,1,2.7,0,2.0,1,3,0.3,127.0,2,18,1559,1729,1141.0,18,6,3,1,0,1,1
1208,0,2.7,0,0.0,0,17,0.2,168.0,2,1,1686,1793,2165.0,9,1,19,1,1,1,3
1023,1,2.8,1,16.0,0,44,0.7,176.0,4,17,629,1158,1830.0,14,11,6,0,0,0,1
1515,0,2.2,0,9.0,0,36,0.1,118.0,3,10,796,1692,3546.0,7,6,10,1,1,1,1
529,1,2.3,0,3.0,1,58,1.0,197.0,2,18,658,1294,873.0,11,5,4,1,1,0,3
1887,0,1.7,0,6.0,1,41,0.9,81.0,8,15,939,973,1664.0,19,14,14,1,0,0,2
876,0,2.7,0,12.0,1,41,0.3,92.0,7,16,140,512,3334.0,16,3,14,1,0,1,1
687,1,2.0,1,13.0,1,56,0.8,131.0,7,19,580,736,569.0,18,1,6,1,1,1,3
1153,1,2.8,1,0.0,1,62,0.2,94.0,5,0,186,1279,3353.0,7,5,10,1,0,0,1
1637,1,1.7,1,5.0,1,33,0.4,118.0,6,16,1375,1474,3693.0,7,3,8,1,0,0,1
1131,1,0.8,0,0.0,1,27,0.9,162.0,5,16,487,870,503.0,12,5,19,1,1,0,2
1764,1,1.2,0,0.0,1,8,1.0,125.0,3,1,180,1443,2406.0,19,18,18,1,0,1,3
1544,0,1.0,1,2.0,1,64,0.3,193.0,1,6,595,675,1715.0,8,0,16,1,1,1,0
844,1,0.7,0,3.0,1,22,0.9,172.0,7,4,241,926,2179.0,10,6,6,1,1,1,1
985,1,0.5,1,4.0,1,5,0.8,158.0,8,9,19,1496,3071.0,14,4,16,1,1,0,1
703,0,1.3,1,6.0,1,18,0.1,178.0,1,9,1182,1697,355.0,8,6,3,1,1,1,3
617,0,2.1,1,11.0,0,40,0.9,108.0,1,18,659,1318,2921.0,17,1,19,0,0,0,1
716,1,1.3,1,0.0,1,56,0.7,167.0,1,2,390,722,3947.0,6,3,5,1,1,1,2
676,0,1.0,0,1.0,1,54,0.8,182.0,5,2,805,1710,2650.0,5,0,3,1,0,0,3
1770,1,2.0,0,8.0,0,12,0.8,118.0,2,9,57,891,3816.0,8,4,19,1,0,0,2
1857,0,1.9,1,0.0,0,62,0.6,147.0,1,0,1028,1465,336.0,19,0,5,0,0,0,1
576,0,0.9,1,8.0,0,56,0.1,174.0,5,17,1371,1426,3891.0,12,9,18,0,0,1,1
553,1,0.5,1,2.0,1,8,0.5,153.0,4,3,525,1601,1042.0,15,11,15,1,0,1,3
1012,1,2.2,1,10.0,1,8,1.0,181.0,3,12,1176,1496,2141.0,18,14,15,1,1,0,3
823,0,2.5,0,11.0,1,24,0.5,195.0,5,15,1364,1516,2279.0,6,4,3,1,0,1,3
804,0,1.5,0,5.0,1,12,1.0,183.0,1,10,1805,1978,2310.0,10,8,13,1,0,0,3
1517,0,1.6,1,0.0,1,42,0.7,101.0,3,1,483,1814,2162.0,9,0,18,1,1,0,2
1425,1,1.2,0,4.0,1,37,0.7,135.0,7,6,666,1220,2786.0,17,1,19,1,0,0,1
1886,0,3.0,0,13.0,1,26,0.5,115.0,1,17,339,1670,1828.0,5,3,15,1,1,0,2
685,0,2.2,1,2.0,1,2,0.4,172.0,3,6,295,558,1282.0,7,6,10,1,1,1,2
1785,1,2.5,0,0.0,0,18,0.1,180.0,4,1,116,518,1202.0,12,4,18,0,0,1,3
1300,0,1.9,1,4.0,0,61,0.5,143.0,6,5,353,758,2262.0,16,11,10,0,0,0,0
886,1,0.9,1,13.0,1,2,0.6,102.0,4,15,287,695,621.0,11,4,7,1,1,0,2
1309,0,1.5,0,9.0,1,12,0.9,98.0,6,20,871,1484,293.0,15,0,9,1,1,0,2
744,0,0.5,0,1.0,0,38,0.3,188.0,3,5,846,1701,2001.0,15,13,17,1,1,0,0
1408,1,2.0,1,1.0,1,59,0.9,172.0,6,3,744,1211,393.0,15,11,16,1,0,1,2
734,1,2.7,1,1.0,1,32,0.8,93.0,8,5,138,1042,714.0,13,7,16,1,0,1,0
500,0,1.4,0,0.0,0,28,0.4,128.0,3,1,1010,1854,3460.0,9,3,3,1,1,1,2
1745,0,2.8,1,0.0,0,45,0.7,186.0,1,0,699,766,1019.0,6,4,5,0,1,0,1
1256,0,0.5,0,15.0,1,51,0.6,83.0,2,18,436,1308,2213.0,13,9,12,1,1,0,3
782,1,1.8,1,8.0,0,20,0.6,109.0,5,19,406,1025,655.0,17,4,13,0,1,0,0
1363,1,2.1,1,9.0,1,46,0.5,120.0,4,19,1247,1338,2951.0,7,0,3,1,0,0,2
1946,0,0.5,0,0.0,1,39,0.4,112.0,5,1,198,1045,533.0,18,14,17,1,1,1,0
1701,1,1.6,1,2.0,1,53,0.8,88.0,6,14,1281,1776,3340.0,14,11,19,1,1,0,2
1754,1,0.5,1,13.0,0,38,0.9,83.0,6,20,141,808,2765.0,6,4,7,1,1,0,2
1938,0,2.9,0,0.0,1,37,1.0,94.0,4,1,1001,1714,3881.0,5,1,14,1,1,0,2
992,1,2.6,1,10.0,0,52,0.3,107.0,7,12,663,1521,332.0,14,9,7,0,0,1,0
897,0,2.4,1,7.0,1,38,0.8,110.0,2,9,1610,1612,519.0,6,5,7,1,1,0,2
1423,1,0.5,1,7.0,0,58,0.9,112.0,3,9,993,1295,1683.0,15,13,16,0,1,1,0
1343,0,0.5,1,6.0,1,23,0.4,97.0,5,17,643,817,2629.0,13,7,11,1,0,1,2
1742,0,1.4,1,3.0,1,20,0.1,134.0,8,6,392,831,1828.0,18,7,13,1,1,1,2
1315,1,0.5,1,0.0,1,58,0.8,86.0,2,3,245,1064,2258.0,17,2,16,1,1,0,3
649,0,2.9,0,0.0,0,38,0.5,130.0,1,10,893,1185,558.0,8,4,11,1,1,1,1
933,0,1.8,1,9.0,0,33,0.2,191.0,8,19,129,925,758.0,14,13,8,0,0,0,0
913,0,1.7,1,12.0,0,58,0.2,200.0,5,14,849,1993,1061.0,17,12,5,0,0,0,2
1651,0,0.5,0,1.0,1,57,0.2,193.0,1,6,697,924,3421.0,9,0,15,1,1,1,2
1154,1,1.7,0,5.0,1,42,0.5,117.0,5,7,1068,1851,3950.0,17,14,19,1,1,0,3
1181,1,1.6,1,5.0,1,32,0.2,181.0,1,16,450,623,1435.0,11,10,13,1,1,0,3
